,33*, 12, 40*, 34*, 28*, 32, 31, 15, 16*, 42, 38, 18, 30* 
A, 0.89, 999.9, 0.01, 0.59, 0.0, 999.9, 999.9, 999.9, 0.23, 999.9, 999.9, 999.9, 0.17 
