,57*, 58*, 54*, 55, 50, 53, 47, 44*, 51* 
C3, 0.4636524744932554, 0.3846643544404176, 0.9665359137019923, 0.02442627939435188, 0.14246266447320735, 0.7636468048939116, 0.3897515892179375, 0.8452381646485424, 0.7486251654962558 
