,28*, 33*, 12, 40*, 42, 46*, 38, 18, 30* 
A1, 0.002777015433926308, 0.9084112471597545, 0.09047841761447273, 0.011489749910058867, 0.7991074579550443, 0.09014715939345962, 0.03417263863590544, 0.8381608289663293, 0.3478214178372042 
A2, 0.0006107934854323059, 0.9160366670112454, 0.3671626109051589, 0.026089983557806614, 0.36683429690496544, 0.05006175144745242, 0.008176873560765022, 0.4753847959124394, 0.21756446564901605 
