,33*, 12, 40*, 34*, 28*, 32, 31, 15, 16*, 42, 38, 18, 30* 
A, 97.0, 999.9, 4.0, 97.0, 3.0, 999.9, 999.9, 999.9, 92.0, 999.9, 999.9, 999.9, 99.0 
