33*, 12, 40*, 34*, 28*, 32, 31, 15, 16*, 42, 38, 18, 30* 
A, 97.0, 999.9, 6.0, 96.0, 6.0, 999.9, 999.9, 999.9, 95.0, 999.9, 999.9, 999.9, 94.0 
