33*, 12, 40*, 34*, 28*, 32, 31, 15, 16*, 42, 38, 18, 30* 
A, 0.8977547056511596, 0.05342051270723215, 0.017806550664142055, 0.5920643408744577, 0.00040052714064180335, 0.210259378528473, 0.09406881755020956, 0.22859263062948354, 0.22185859557534576, 0.45329535650384073, 0.006607357393627321, 0.6733916534610355, 0.24572517772913266 
