28*, 33*, 12, 40*, 42, 46*, 38, 18, 30* 
A1, 0.0034008780572039334, 0.9349589629210413, 0.1101349181731227, 0.01108570301153971, 0.7605695648666699, 0.07864614098633305, 0.028410879891236914, 0.8116354525696331, 0.3726271317897273 
A2, 0.0003947099582787854, 0.8916556983405344, 0.75398134650922, 0.04457244399885603, 0.22191642294513048, 0.12678046085564448, 0.053005176180358764, 0.24248827026623201, 0.1776451006392245 
