33*, 12, 40*, 34*, 28*, 32, 31, 15, 16*, 42, 38, 18, 30* 
A, 0.92, 999.9, 0.02, 0.55, 0.0, 999.9, 999.9, 999.9, 0.19, 999.9, 999.9, 999.9, 0.25 
